epoch,step,val/agent_types/vehicle_brier_fde,val/agent_types/vehicle_minADE6,val/agent_types/vehicle_minFDE6,val/agent_types/vehicle_miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/kalman/easy_brier_fde,val/kalman/easy_minADE6,val/kalman/easy_minFDE6,val/kalman/easy_miss_rate,val/kalman/hard_brier_fde,val/kalman/hard_minADE6,val/kalman/hard_minFDE6,val/kalman/hard_miss_rate,val/kalman/medium_brier_fde,val/kalman/medium_minADE6,val/kalman/medium_minFDE6,val/kalman/medium_miss_rate,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/traj_type/left_turn_brier_fde,val/traj_type/left_turn_minADE6,val/traj_type/left_turn_minFDE6,val/traj_type/left_turn_miss_rate,val/traj_type/left_u_turn_brier_fde,val/traj_type/left_u_turn_minADE6,val/traj_type/left_u_turn_minFDE6,val/traj_type/left_u_turn_miss_rate,val/traj_type/right_turn_brier_fde,val/traj_type/right_turn_minADE6,val/traj_type/right_turn_minFDE6,val/traj_type/right_turn_miss_rate,val/traj_type/right_u_turn_brier_fde,val/traj_type/right_u_turn_minADE6,val/traj_type/right_u_turn_minFDE6,val/traj_type/right_u_turn_miss_rate,val/traj_type/stationary_brier_fde,val/traj_type/stationary_minADE6,val/traj_type/stationary_minFDE6,val/traj_type/stationary_miss_rate,val/traj_type/straight_brier_fde,val/traj_type/straight_left_brier_fde,val/traj_type/straight_left_minADE6,val/traj_type/straight_left_minFDE6,val/traj_type/straight_left_miss_rate,val/traj_type/straight_minADE6,val/traj_type/straight_minFDE6,val/traj_type/straight_miss_rate,val/traj_type/straight_right_brier_fde,val/traj_type/straight_right_minADE6,val/traj_type/straight_right_minFDE6,val/traj_type/straight_right_miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,0,42.584259033203125,21.46234130859375,41.75080490112305,0.9994000196456909,40.00058364868164,20.167036056518555,39.167152404785156,1.0,42.584259033203125,40.64945602416992,20.5799617767334,39.81599426269531,0.9988412261009216,52.54275894165039,26.741180419921875,51.709293365478516,1.0,44.19445037841797,22.1529598236084,43.36097717285156,1.0,21.46234130859375,41.75080490112305,0.9994000196456909,37.211334228515625,19.076557159423828,36.37788772583008,1.0,38.554542541503906,19.081573486328125,37.72113037109375,1.0,29.21735954284668,13.382543563842773,28.38416862487793,1.0,31.98636245727539,15.437472343444824,31.15287208557129,1.0,22.884708404541016,10.24152946472168,22.051403045654297,1.0,4.512814998626709,3.471867322921753,3.679520845413208,0.9817073345184326,47.42730712890625,69.20831298828125,34.072689056396484,68.37480926513672,1.0,24.388980865478516,46.593849182128906,1.0,65.48251342773438,31.464611053466797,64.64909362792969,1.0,42.910160064697266,21.620807647705078,42.07669448852539,0.9993346929550171
