epoch,step,val/agent_types/vehicle_brier_fde,val/agent_types/vehicle_minADE6,val/agent_types/vehicle_minFDE6,val/agent_types/vehicle_miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/kalman/easy_brier_fde,val/kalman/easy_minADE6,val/kalman/easy_minFDE6,val/kalman/easy_miss_rate,val/kalman/hard_brier_fde,val/kalman/hard_minADE6,val/kalman/hard_minFDE6,val/kalman/hard_miss_rate,val/kalman/medium_brier_fde,val/kalman/medium_minADE6,val/kalman/medium_minFDE6,val/kalman/medium_miss_rate,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/traj_type/left_turn_brier_fde,val/traj_type/left_turn_minADE6,val/traj_type/left_turn_minFDE6,val/traj_type/left_turn_miss_rate,val/traj_type/left_u_turn_brier_fde,val/traj_type/left_u_turn_minADE6,val/traj_type/left_u_turn_minFDE6,val/traj_type/left_u_turn_miss_rate,val/traj_type/right_turn_brier_fde,val/traj_type/right_turn_minADE6,val/traj_type/right_turn_minFDE6,val/traj_type/right_turn_miss_rate,val/traj_type/right_u_turn_brier_fde,val/traj_type/right_u_turn_minADE6,val/traj_type/right_u_turn_minFDE6,val/traj_type/right_u_turn_miss_rate,val/traj_type/stationary_brier_fde,val/traj_type/stationary_minADE6,val/traj_type/stationary_minFDE6,val/traj_type/stationary_miss_rate,val/traj_type/straight_brier_fde,val/traj_type/straight_left_brier_fde,val/traj_type/straight_left_minADE6,val/traj_type/straight_left_minFDE6,val/traj_type/straight_left_miss_rate,val/traj_type/straight_minADE6,val/traj_type/straight_minFDE6,val/traj_type/straight_miss_rate,val/traj_type/straight_right_brier_fde,val/traj_type/straight_right_minADE6,val/traj_type/straight_right_minFDE6,val/traj_type/straight_right_miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,0,4.286864280700684,1.5075160264968872,3.453575849533081,0.5759999752044678,4.517934799194336,1.7491347789764404,3.6846306324005127,0.5894988179206848,4.286864280700684,4.272815704345703,1.455910086631775,3.439527750015259,0.5998455286026001,6.300995826721191,2.368295669555664,5.467608451843262,0.6962962746620178,4.183379173278809,1.5151612758636475,3.350095510482788,0.5417398810386658,1.5075160264968872,3.453575849533081,0.5759999752044678,5.699344635009766,2.1072497367858887,4.865988731384277,0.7083333134651184,5.21796989440918,1.8479145765304565,4.384676933288574,0.6578716039657593,10.191449165344238,3.3939504623413086,9.358115196228027,1.0,5.436121463775635,1.8805667161941528,4.602843284606934,0.7029239535331726,20.885547637939453,6.3392744064331055,20.052230834960938,1.0,2.376162052154541,0.6041881442070007,1.5428987741470337,0.2195121943950653,3.4344849586486816,4.4351582527160645,1.6528923511505127,3.6018717288970947,0.6892655491828918,1.218553900718689,2.601193428039551,0.492549329996109,5.381472110748291,1.980530023574829,4.548191547393799,0.7806451320648193,4.242836952209473,1.4754866361618042,3.4095518589019775,0.5726324915885925
