epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,234,,,,,,,,,,,,,,,,,22.552705764770508,13.34532356262207,21.71933937072754,0.9713603854179382,26.453319549560547,15.353221893310547,25.619979858398438,0.9661999940872192,19.96088981628418,12.048956871032715,19.12738800048828,0.9444444179534912,26.91945457458496,15.592568397521973,26.086116790771484,0.9660678505897522
0,234,29.149211883544922,14.127819061279297,28.31574249267578,0.9662162065505981,31.88617706298828,15.009329795837402,31.052886962890625,0.9448000192642212,28.944869995117188,13.438278198242188,28.111112594604492,0.9583333134651184,32.16548538208008,15.108075141906738,31.33222770690918,0.9427480697631836,,,,,,,,,,,,,,,,
1,469,,,,,,,,,,,,,,,,,19.45237159729004,12.107172966003418,18.619659423828125,0.9355608820915222,23.65958023071289,12.51891803741455,22.82695960998535,0.9138000011444092,18.30739402770996,10.880568504333496,17.47482681274414,0.9166666865348816,24.136005401611328,12.583344459533691,23.30339241027832,0.9117320775985718
1,469,22.75638771057129,12.778698921203613,21.923242568969727,0.9087837934494019,26.301773071289062,13.722432136535645,25.46854591369629,0.9002666473388672,22.52220916748047,12.549590110778809,21.68915367126465,0.9166666865348816,26.663145065307617,13.820976257324219,25.82990264892578,0.8992953896522522,,,,,,,,,,,,,,,,
2,704,,,,,,,,,,,,,,,,,9.101085662841797,3.861071825027466,8.267651557922363,0.7494033575057983,12.299073219299316,4.633234977722168,11.465645790100098,0.8127999901771545,7.519110679626465,3.2303690910339355,6.68568229675293,0.8194444179534912,12.672575950622559,4.727390289306641,11.839146614074707,0.8185850381851196
2,704,10.93658447265625,7.308452606201172,10.103652954101562,0.7939189076423645,16.156600952148438,8.304411888122559,15.323504447937012,0.8453333377838135,10.755790710449219,7.99667501449585,9.923205375671387,0.7916666865348816,16.686357498168945,8.395302772521973,15.853248596191406,0.8505578637123108,,,,,,,,,,,,,,,,
3,939,,,,,,,,,,,,,,,,,8.365281105041504,3.597007989883423,7.531983375549316,0.7398567795753479,10.089471817016602,3.7992606163024902,9.256136894226074,0.7781999707221985,6.807048797607422,2.903520107269287,5.973650932312012,0.6805555820465088,10.302104949951172,3.8323590755462646,9.468770027160645,0.7833222150802612
3,939,8.974919319152832,4.157468318939209,8.141548156738281,0.7432432174682617,12.06479549407959,4.651304721832275,11.231667518615723,0.8221333622932434,7.917598724365234,3.76009202003479,7.084444046020508,0.75,12.391768455505371,4.706780910491943,11.558661460876465,0.8300058841705322,,,,,,,,,,,,,,,,
4,1174,,,,,,,,,,,,,,,,,8.521018028259277,3.377328872680664,7.687877655029297,0.7374701499938965,9.447107315063477,3.3712639808654785,8.613694190979004,0.7702000141143799,7.296689987182617,2.792210817337036,6.463308334350586,0.7777777910232544,9.567502975463867,3.379948139190674,8.734065055847168,0.7731204032897949
4,1174,9.043225288391113,3.896728992462158,8.209711074829102,0.7668918967247009,10.553077697753906,4.015273094177246,9.719650268554688,0.8050666451454163,7.973476409912109,3.5034968852996826,7.141348361968994,0.7916666865348816,10.720645904541016,4.0327887535095215,9.887206077575684,0.8085731267929077,,,,,,,,,,,,,,,,
